   , Brunei Darussalam , Indonesia , Malaysia , Philippines , Thailand , Viet Nam , Myanmar , Japan , Hong Kong , China , Taiwan ," Korea, Republic Of ", India , Pakistan , Sri Lanka , Saudi Arabia , Kuwait , UAE , United Kingdom , Germany , France , Italy , Netherlands , Greece , Belgium & Luxembourg , Switzerland , Austria , Scandinavia , CIS & Eastern Europe , USA , Canada , Australia , New Zealand , Africa 
 2011 Aug ,"4,556","228,209","91,344","49,558","34,385","30,612","7,256","72,034","49,034","183,890","26,574","44,364","60,926","1,154","7,586","1,056",580,"6,637","34,967","18,141","17,520","8,242","8,909",648,"2,464","6,090","1,913","5,226","9,100","34,221","6,399","71,953","11,612","5,213"
 2011 Sep ,"3,910","221,319","103,060","51,859","33,009","26,678","6,966","62,395","31,113","104,211","19,057","30,112","58,309","1,319","6,394","1,545",710,"4,660","33,956","17,400","10,434","3,867","6,318",494,"1,819","5,725","1,582","5,524","9,089","29,821","4,554","86,076","9,698","5,942"
 2011 Oct ,"4,238","193,879","88,770","63,218","53,133","23,285","7,624","57,677","31,027","133,563","17,775","33,594","77,196","1,574","6,469","1,142",361,"3,710","36,362","18,938","11,204","3,767","7,112",578,"2,222","7,596","1,716","8,136","10,648","36,840","6,814","84,509","9,876","6,052"
 2011 Nov ,"5,139","188,488","104,972","52,726","29,299","23,406","7,096","61,293","31,543","100,824","15,865","33,145","72,387","1,486","6,560","1,907",668,"6,958","39,074","22,487","11,166","4,718","6,532",591,"2,181","7,767","1,901","9,603","13,028","36,701","7,843","70,012","8,888","5,423"
 2011 Dec ,"10,382","284,232","130,493","57,114","39,338","26,995","8,594","62,585","36,204","113,390","15,153","29,605","78,434","1,850","11,387","1,167",495,"5,857","37,057","21,448","12,050","4,873","6,168",767,"2,025","6,687","1,629","10,263","14,209","36,418","7,610","84,723","10,514","9,645"
 2012 Jan ,"4,862","230,500","88,970","42,248","28,725","27,160","6,710","50,672","39,000","201,742","27,457","45,933","57,265","1,496","5,407","1,664",483,"3,990","40,128","26,463","10,939","5,443","7,082",786,"2,153","7,253","2,210","12,170","23,119","38,922","8,495","94,946","11,207","6,118"
 2012 Feb ,"4,782","211,738","88,451","50,931","33,176","26,059","7,038","67,306","30,416","158,002","27,260","45,397","61,815","1,405","6,251",975,655,"4,211","47,132","27,868","14,493","5,314","7,351",802,"2,392","7,709","2,803","14,266","16,532","41,970","8,303","63,878","6,613","4,526"
 2012 Mar ,"6,942","227,695","108,054","58,682","43,230","28,214","8,197","74,995","35,154","182,348","21,401","34,077","65,547","1,492","5,286","1,244",340,"6,088","52,109","30,111","14,253","6,122","7,163",724,"2,610","7,958","2,305","13,311","15,765","45,720","9,930","70,960","7,469","5,867"
 2012 Apr ,"4,472","214,289","96,892","75,052","56,217","29,837","12,114","49,203","47,141","173,543","22,999","31,252","76,035","1,294","10,243","1,029",389,"5,282","38,477","19,375","14,517","4,848","5,609",660,"2,637","7,726","1,829","9,551","11,277","35,169","7,294","81,927","9,881","6,223"
 2012 May ,"4,649","228,359","99,568","72,484","42,583","30,562","8,984","50,006","33,091","139,946","20,607","33,018","124,147","1,489","5,346",874,318,"4,312","26,725","14,377","10,902","3,639","5,329",627,"1,661","5,467","1,338","5,527","8,702","36,739","6,166","72,641","10,137","4,469"
 2012 Jun ,"6,980","253,510","107,356","49,957","34,526","39,560","7,397","52,387","36,897","122,630","21,006","34,394","93,694","3,119","6,040","2,519",979,"5,716","25,647","13,106","9,301","3,668","5,194",571,"1,669","4,657","1,217","6,350","8,144","43,468","5,356","92,951","12,021","5,099"
 2012 Jul ,"5,485","246,772","90,449","45,249","34,542","46,521","7,699","61,139","50,113","201,652","33,511","42,524","68,749","3,327","5,847","2,176",965,"7,448","31,195","17,784","15,402","5,403","9,847",670,"2,884","8,219","2,095","9,376","9,762","44,265","7,346","105,570","13,772","5,822"
 2012 Aug ,"5,860","276,938","107,841","45,775","38,137","33,230","6,527","82,747","48,138","206,734","27,903","47,383","63,579","1,394","7,979","1,785","1,231","8,068","34,338","20,355","20,864","11,397","8,361",755,"2,692","6,816","2,145","5,639","9,927","36,979","6,454","79,292","10,901","5,119"
 2012 Sep ,"4,106","195,481","90,484","46,880","34,926","25,917","6,502","65,991","34,584","128,830","18,385","31,247","58,748","1,710","6,398","1,080",597,"4,588","34,849","19,658","12,529","5,174","6,117",678,"1,970","5,931","1,712","6,044","9,343","32,008","4,858","100,891","11,669","5,516"
 2012 Oct ,"5,070","215,668","93,945","56,058","57,136","25,749","6,935","62,436","38,630","170,529","20,456","34,713","72,348","1,368","7,229","2,517",550,"5,100","38,074","20,744","11,328","4,265","6,884",675,"2,046","7,634","1,967","8,459","11,170","38,016","7,002","100,138","11,158","4,923"
 2012 Nov ,"6,194","229,432","124,008","55,125","33,908","25,249","6,870","70,696","36,704","177,112","20,223","34,014","74,794","1,395","6,607","1,006",416,"4,305","39,509","20,254","12,585","5,298","6,638",603,"2,188","7,564","1,810","9,667","14,793","40,170","7,659","83,972","8,550","5,411"
 2012 Dec ,"12,353","307,155","135,669","58,363","40,548","28,176","8,073","69,538","42,299","171,109","20,995","31,232","78,272","1,717","10,726","1,100",698,"6,444","38,314","22,338","11,810","4,986","6,028",586,"1,922","6,923","1,833","11,170","15,231","43,787","8,932","103,207","10,323","8,901"
 2013 Jan ,"5,773","254,725","89,300","44,201","32,897","22,879","6,819","62,857","32,438","189,107","32,717","53,193","71,162","1,778","6,741","1,988",456,"4,424","42,973","22,837","12,798","6,262","7,153",698,"2,185","7,957","2,410","14,019","24,572","45,736","9,798","119,592","11,908","6,348"
 2013 Feb ,"4,427","196,059","91,895","44,540","30,311","28,981","5,680","68,442","48,473","252,958","39,087","40,229","59,665","1,249","6,392",972,"1,302","3,873","44,589","23,053","12,621","4,309","7,098",587,"1,973","7,107","2,334","12,637","16,725","40,696","8,995","69,470","5,735","3,678"
 2013 Mar ,"8,290","259,244","108,683","63,521","44,202","27,732","8,693","87,359","50,220","205,790","22,606","36,755","70,480","1,734","7,474","1,610",550,"6,560","52,508","31,307","16,120","5,463","7,476",673,"2,712","7,766","2,500","13,825","18,018","46,881","9,635","87,652","7,087","5,774"
 2013 Apr ,"4,486","218,602","95,414","73,215","54,728","31,863","13,031","53,292","40,252","227,870","24,261","31,296","76,103","1,572","12,588","1,089",479,"6,582","38,605","18,494","13,403","4,011","5,891",493,"2,025","7,455","1,593","8,465","13,685","38,908","7,769","94,285","9,035","5,071"
 2013 May ,"5,574","251,092","109,517","76,929","48,171","30,496","8,432","55,491","40,898","198,429","22,261","33,857","122,030","1,646","7,066",954,320,"4,477","27,714","15,763","12,432","4,407","5,916",544,"1,850","6,663","1,607","5,794","11,729","36,909","6,699","84,444","10,225","4,516"
 2013 Jun ,"7,837","295,907","107,286","55,868","36,018","42,194","7,718","57,757","43,857","166,890","29,680","36,409","99,754","2,770","6,206","2,839",857,"5,375","28,855","13,453","9,349","4,185","5,661",570,"1,735","5,735","1,247","6,571","9,819","45,860","5,748","91,231","10,626","5,309"
 2013 Jul ,"5,922","260,700","93,299","49,225","41,912","47,834","8,427","70,113","67,662","248,635","47,290","41,913","73,550","1,512","7,038",935,475,"6,403","35,340","18,262","15,466","5,303","9,591",640,"3,049","10,154","2,384","9,883","10,850","45,176","7,401","112,743","14,813","5,251"
 2013 Aug ,"6,109","328,174","116,392","51,817","36,548","34,980","7,020","92,179","61,337","242,256","40,571","45,986","66,274","1,956","10,237","3,606","2,943","10,701","39,525","22,265","21,876","13,117","8,568",600,"2,838","7,638","2,549","6,317","12,091","39,079","7,008","79,221","10,765","5,365"
 2013 Sep ,"4,824","218,751","98,973","47,879","36,254","28,276","7,190","73,786","33,514","179,130","27,180","35,599","64,556","1,419","7,144","1,089",850,"5,089","36,525","21,012","10,508","5,029","6,272",561,"2,051","7,402","2,040","6,166","10,288","33,741","4,937","105,179","11,081","5,868"
 2013 Oct ,"5,879","246,115","98,097","61,360","58,887","29,011","8,934","68,034","37,570","117,955","23,246","40,157","72,429","1,675","6,932","2,588","1,108","7,356","36,479","21,759","12,384","4,550","6,732",622,"2,219","9,054","1,748","9,133","13,819","37,555","7,158","96,454","10,359","4,929"
 2013 Nov ,"7,346","238,233","129,955","55,195","34,685","27,353","7,531","72,603","38,801","119,618","22,197","40,388","74,389","1,309","6,408","1,007",371,"4,674","39,363","21,213","11,359","5,140","6,568",603,"2,390","8,549","2,184","9,059","17,529","39,620","8,000","78,324","8,430","4,939"
 2013 Dec ,"13,399","321,257","142,131","64,044","42,796","28,896","9,892","70,932","44,788","121,232","19,212","35,986","83,161","1,628","11,380","1,219",902,"7,039","38,983","22,142","11,697","4,874","6,000",609,"2,325","8,900","2,135","11,234","18,411","41,785","9,537","106,584","10,383","9,586"
 2014 Jan ,"6,418","284,126","89,482","43,702","35,263","26,071","7,807","59,578","41,909","188,237","32,033","59,745","65,557","1,259","6,440","2,617",766,"3,843","42,333","25,176","11,966","5,429","7,640",738,"2,220","9,319","2,446","14,062","28,041","43,746","10,317","126,119","11,466","5,741"
 2014 Feb ,"5,076","219,036","91,181","44,539","35,161","33,053","7,513","69,230","48,440","203,600","32,874","51,930","62,999","1,117","6,006","1,322","1,471","4,072","43,990","25,422","14,180","4,944","7,458",646,"2,482","8,994","2,914","12,665","20,372","44,052","10,118","69,119","6,893","4,246"
 2014 Mar ,"7,545","246,308","107,002","57,050","46,338","31,060","9,789","85,946","43,218","165,642","22,115","40,995","70,488","1,570","5,772","2,037",587,"6,286","49,453","30,806","15,735","5,940","7,969",768,"2,821","8,829","2,738","11,452","20,170","49,729","10,905","74,578","6,872","4,969"
 2014 Apr ,"4,741","230,236","94,982","73,558","56,136","30,234","15,255","50,751","69,675","126,507","25,865","36,247","79,536","1,225","11,131","1,379",448,"6,512","43,704","22,125","13,643","4,684","6,517",602,"2,664","10,025","2,104","10,263","13,778","36,594","6,861","99,811","9,520","6,295"
 2014 May ,"6,254","267,714","100,648","76,976","46,683","36,630","9,538","54,173","47,859","95,987","26,699","41,946","118,953","1,357","6,994","1,556",390,"4,609","27,661","15,425","11,980","3,712","5,888",607,"1,792","6,710","1,518","5,895","11,773","35,355","6,803","78,280","10,812","4,311"
 2014 Jun ,"7,393","278,181","108,945","56,224","39,083","48,999","9,530","56,044","47,182","91,485","25,807","37,589","94,738","2,799","6,369","2,205",769,"5,676","25,126","13,270","9,288","3,674","4,962",578,"1,654","5,454","1,231","5,906","10,135","41,609","5,516","81,558","10,922","4,391"
 2014 Jul ,"6,305","296,880","101,461","49,506","43,785","55,951","9,345","69,419","80,808","180,653","44,229","46,666","72,724","1,374","5,711","1,760","1,208","8,544","32,046","17,014","14,405","5,153","8,089",710,"2,987","10,503","2,575","9,337","11,775","43,508","7,052","106,641","14,075","5,445"
 2014 Aug ,"5,079","234,710","93,222","51,074","40,849","41,775","8,903","95,248","87,173","174,150","38,422","56,623","69,960","1,951","9,649","5,290","2,784","11,862","38,342","24,544","20,541","13,280","8,541",764,"2,946","8,837","2,608","5,933","13,681","38,067","6,641","82,448","10,939","6,486"
 2014 Sep ,"5,601","206,593","99,339","47,246","35,122","28,960","8,294","74,408","39,931","105,780","25,373","39,276","65,751","1,115","7,536","2,311",532,"5,012","35,971","22,156","10,323","5,164","6,027",759,"2,233","7,645","2,141","6,365","12,025","33,053","5,022","97,642","10,593","4,856"
 2014 Oct ,"5,440","226,630","97,184","58,572","53,916","30,552","8,958","68,609","40,146","133,993","24,197","44,810","88,855","1,161","6,987","2,349",896,"6,704","36,971","21,905","12,351","4,389","6,051",669,"2,029","9,515","1,844","8,413","14,629","36,306","6,696","87,565","9,146","4,206"
 2014 Nov ,"5,806","219,369","106,313","53,508","35,138","29,938","7,973","69,415","39,019","131,731","21,240","40,230","71,555","1,242","7,603","1,660",404,"4,754","37,909","21,514","11,762","5,559","6,447",691,"2,546","8,983","2,303","8,559","16,933","39,705","7,662","73,262","7,435","5,517"
 2014 Dec ,"11,998","315,395","143,276","64,526","39,035","31,185","9,859","71,920","45,669","124,615","18,577","40,918","82,520","1,505","8,608","1,292",781,"7,868","38,425","24,156","10,708","5,124","6,222",763,"2,321","8,630","2,087","10,606","17,897","43,188","9,234","97,855","10,015","9,607"
 2015 Jan ,"5,521","236,295","86,193","42,839","36,798","28,632","7,825","58,479","34,012","140,548","30,685","71,820","73,605","1,500","6,139","2,500","1,420","4,612","44,909","24,529","11,285","5,470","6,405",727,"2,063","9,470","2,645","12,594","25,432","46,845","10,875","115,584","12,330","6,391"
 2015 Feb ,"4,759","184,183","82,408","41,155","29,889","28,150","6,204","62,422","46,985","238,011","40,059","51,415","60,016",870,"5,987",948,519,"3,871","47,046","24,937","13,590","4,192","6,678",701,"1,968","8,475","2,429","11,313","14,767","42,427","9,915","65,009","6,349","3,567"
 2015 Mar ,"6,989","211,347","101,929","53,649","43,504","30,907","9,681","79,941","41,803","130,827","24,694","42,872","70,302","1,234","7,640","1,777",546,"7,588","50,729","31,468","12,789","5,311","7,127",787,"2,594","8,777","2,137","11,065","15,049","48,341","10,515","70,708","7,854","5,150"
 2015 Apr ,"4,977","207,138","90,515","72,259","47,838","36,472","12,969","46,687","58,959","153,784","29,229","41,602","84,041","1,125","11,103",873,476,"6,628","39,808","20,086","13,135","4,870","5,989",710,"2,369","9,308","1,722","8,091","11,946","36,186","7,086","83,497","9,492","6,424"
 2015 May ,"5,378","238,688","100,340","72,159","45,674","35,974","9,162","52,971","45,742","141,375","25,498","43,883","130,511","1,291","7,652",711,463,"5,278","28,113","16,266","11,686","3,923","5,797",661,"1,765","6,699","1,377","5,124","10,467","37,117","6,637","73,965","10,077","4,675"
 2015 Jun ,"4,992","238,403","100,074","53,329","40,121","45,490","9,326","53,257","45,453","144,533","30,565","37,193","101,773","1,947","5,832",735,538,"5,101","25,533","13,660","8,969","3,915","4,553",595,"1,599","5,203","1,141","5,986","9,240","44,929","5,914","82,755","11,593","4,061"
 2015 Jul ,"7,237","305,600","102,347","49,724","45,729","54,711","8,757","67,682","82,817","246,819","50,278","48,375","83,806","2,281","6,782","2,177","1,631","10,044","36,628","18,815","16,926","5,402","9,364",681,"3,225","10,657","2,290","10,571","11,440","45,139","6,984","97,583","14,756","5,398"
 2015 Aug ,"4,585","205,671","88,834","52,997","39,579","39,519","8,000","92,793","89,436","267,122","45,292","60,468","77,137","2,250","8,965","1,932","2,395","10,164","41,068","26,784","22,241","15,817","8,040",711,"2,905","8,253","2,644","6,085","13,725","39,090","6,734","83,063","12,497","6,111"
 2015 Sep ,"5,761","187,629","93,334","48,209","39,567","28,282","7,461","73,972","40,315","149,929","27,836","39,063","69,846","1,383","7,477","1,845","1,024","6,781","37,361","22,303","9,816","5,291","5,761",856,"2,155","6,938","2,029","6,144","10,163","32,749","5,196","97,071","12,412","5,219"
 2015 Oct ,"4,825","204,574","88,338","58,357","63,693","30,686","8,762","66,416","41,272","165,649","27,525","50,582","86,649","1,857","8,083",893,550,"4,984","40,852","24,718","13,334","5,042","6,557",891,"2,336","9,188","2,076","9,018","13,784","39,683","7,858","96,340","11,462","5,876"
 2015 Nov ,"6,191","200,687","106,214","60,583","38,576","29,284","7,625","67,840","37,241","158,736","24,062","44,988","88,350","1,446","7,432",797,327,"5,450","42,022","27,994","12,269","5,317","6,627",719,"2,271","9,481","2,370","9,349","15,724","41,457","8,581","76,369","9,070","5,429"
 2015 Dec ,"12,379","311,475","130,551","68,114","45,441","30,159","9,680","66,719","45,853","168,831","22,303","44,821","87,950","1,764","9,960",903,878,"8,192","39,741","35,172","11,443","4,800","6,154",828,"2,329","8,400","2,248","10,261","15,281","45,546","9,952","101,624","9,726","9,152"
 2016 Jan ,"5,596","249,876","87,208","44,334","44,330","29,145","7,703","62,275","34,742","229,150","37,087","74,180","81,363","1,563","6,624","1,420","1,682","5,048","48,408","39,133","12,144","6,186","7,135",816,"2,289","9,072","2,981","13,677","23,672","48,852","11,209","117,073","10,983","6,369"
 2016 Feb ,"4,768","216,285","85,850","47,217","38,650","35,731","7,090","65,604","49,837","277,926","42,569","57,595","64,702","1,250","6,577",797,470,"4,471","48,371","37,455","16,417","4,883","6,753",719,"2,503","9,181","3,064","11,812","19,240","42,751","10,558","61,900","5,463","3,598"
 2016 Mar ,"7,100","238,160","98,135","58,963","48,381","33,122","10,517","79,146","58,341","241,230","27,401","40,959","78,859","1,409","6,699","1,332",674,"8,349","54,782","40,603","14,259","4,825","6,646",784,"2,760","8,782","2,718","12,844","19,200","46,658","10,517","78,701","6,616","6,063"
 2016 Apr ,"5,466","215,354","97,070","74,245","62,514","38,398","14,495","49,613","42,712","269,560","33,107","41,356","94,578","1,439","12,708",789,404,"6,712","45,545","21,371","16,628","5,783","6,362",699,"2,411","9,192","1,948","7,705","13,697","39,357","7,598","93,320","10,042","6,315"
 2016 May ,"5,768","258,606","92,668","76,646","52,331","40,046","9,470","55,006","39,959","234,089","28,809","44,932","141,987","1,824","7,434","1,049",549,"5,670","27,656","17,868","11,789","4,300","6,273",656,"1,848","6,626","1,409","5,530","10,702","38,422","7,211","64,175","9,715","4,952"
 2016 Jun ,"5,061","235,447","91,902","56,702","36,983","52,450","9,731","54,993","42,330","221,614","36,718","43,766","112,027","1,196","5,764",501,259,"4,482","24,403","13,776","8,954","4,272","4,510",511,"1,586","4,779","1,019","5,365","9,114","46,155","5,360","77,805","10,862","3,942"
 2016 Jul ,"6,409","319,762","100,397","55,005","49,788","59,801","9,938","64,715","69,847","311,126","46,691","54,700","87,919","3,823","7,919","2,278","1,946","11,172","37,256","19,327","16,844","6,093","9,454",627,"3,310","10,602","2,430","9,663","12,145","47,089","7,547","103,689","14,548","6,181"
 2016 Aug ,"4,665","210,627","81,656","50,362","39,434","46,779","8,012","93,619","70,843","315,556","42,275","62,018","80,980","2,494","11,142","2,074","2,224","9,885","43,288","25,895","23,795","16,139","9,452",825,"3,147","8,475","2,766","5,516","13,438","38,116","6,896","78,888","11,873","6,491"
 2016 Sep ,"5,551","186,620","93,519","45,807","36,912","32,789","7,103","68,998","30,252","170,229","30,267","37,743","75,079","1,894","7,745","1,750","1,399","7,540","36,521","22,567","11,176","5,731","6,081",685,"2,282","7,003","1,956","5,618","11,641","33,268","5,257","92,211","11,514","5,317"
 2016 Oct ,"4,022","213,070","92,736","57,924","58,094","32,192","8,218","62,858","31,512","173,185","26,270","34,346","94,649","1,901","7,825",598,372,"4,527","43,834","27,153","14,543","5,336","6,602",788,"2,565","10,464","2,089","8,503","15,639","40,277","7,170","85,395","10,961","6,022"
 2016 Nov ,"5,256","219,845","101,549","55,814","35,520","33,482","7,648","64,466","30,832","193,984","21,568","36,314","90,734","1,473","9,161","1,123",365,"4,803","39,708","28,441","12,615","5,425","6,777",785,"2,491","8,766","2,258","8,855","17,283","44,971","9,104","73,308","8,529","6,488"
 2016 Dec ,"10,229","329,994","128,897","68,624","43,619","35,494","13,691","62,570","36,763","226,020","21,454","38,601","94,323","1,947","12,307",809,779,"7,575","39,452","35,176","11,749","5,656","6,200",849,"2,166","8,513","2,184","9,173","17,753","50,542","10,047","100,849","9,994","10,797"
 2017 Jan ,"5,297","254,628","84,504","46,187","36,813","35,367","9,902","53,377","34,436","316,802","36,187","60,245","80,062","1,520","5,931","1,065","1,154","4,578","46,358","37,068","12,356","6,231","7,187",824,"2,336","9,079","2,779","12,118","26,722","51,562","11,225","115,930","10,778","7,046"
 2017 Feb ,"4,379","208,853","85,058","51,160","38,502","34,586","9,783","72,654","33,169","268,993","38,866","60,174","75,905","1,522","6,246",835,508,"4,834","54,445","40,022","16,851","5,320","6,971",812,"2,431","9,867","3,125","12,815","22,626","49,370","11,213","71,416","6,928","4,414"
 2017 Mar ,"7,835","256,636","105,372","61,816","47,025","37,887","12,656","82,293","33,561","264,711","27,976","43,942","85,299","2,050","7,058","1,111",703,"8,333","58,620","43,618","14,751","5,470","6,755",916,"2,678","8,197","2,810","10,521","21,825","52,107","11,493","85,040","8,459","5,581"
 2017 Apr ,"4,662","248,048","94,550","81,952","58,504","39,370","19,610","46,245","53,971","252,135","30,142","48,829","109,303","1,434","12,363",928,436,"6,122","48,161","30,420","15,681","5,450","6,641",976,"2,955","11,697","2,166","9,680","16,224","40,662","7,684","93,927","12,447","7,204"
 2017 May ,"4,645","220,534","90,335","77,671","47,074","43,434","11,705","54,012","33,784","232,361","31,092","52,762","172,822","1,383","8,870",594,314,"5,125","30,061","17,427","12,333","4,337","5,842",676,"1,758","6,683","1,587","5,137","12,436","40,789","7,617","71,970","10,261","4,792"
 2017 Jun ,"5,758","281,171","102,776","62,002","34,623","62,831","12,144","52,932","32,684","218,118","30,655","49,487","136,478","1,421","6,806",640,576,"6,688","27,968","16,274","9,643","4,048","4,859",770,"1,741","5,201","1,276","6,240","10,113","52,583","6,217","84,840","11,805","4,433"
 2017 Jul ,"5,625","268,010","87,138","58,727","48,620","71,153","12,619","63,193","54,124","349,654","48,487","58,326","97,125","4,160","7,806","1,427","1,604","9,640","38,408","21,206","18,255","6,984","10,462","1,053","4,055","10,967","2,782","12,177","13,383","53,111","7,924","104,873","15,358","6,964"
 2017 Aug ,"4,610","217,339","91,135","53,539","40,993","51,866","10,934","94,900","55,265","357,287","42,151","60,957","91,551","2,159","11,805","1,315","2,124","10,315","43,459","26,590","23,815","19,114","10,254","1,555","3,249","8,432","3,027","6,468","13,499","41,163","7,808","75,171","11,197","6,987"
 2017 Sep ,"5,387","216,278","90,837","52,500","39,692","40,270","9,888","69,742","31,936","226,978","29,364","47,600","102,262","1,968","9,322",883,555,"5,695","42,416","24,858","11,584","6,568","6,902","1,002","2,500","7,272","2,251","6,099","12,541","36,834","5,999","100,987","12,021","5,458"
 2017 Oct ,"4,202","221,036","96,015","60,194","61,448","39,013","11,616","64,624","32,961","245,342","33,281","53,430","120,100","1,552","9,313",621,343,"4,922","41,912","27,617","14,082","5,280","7,147",841,"2,425","9,833","2,011","9,228","15,079","40,428","7,388","90,940","11,834","5,635"
 2017 Nov ,"5,258","231,702","105,385","64,821","39,304","36,964","11,402","75,304","33,168","250,309","25,919","52,123","86,427","1,816","9,585",754,422,"5,592","45,111","28,379","14,207","6,424","7,384","1,001","2,454","9,023","2,634","9,675","18,423","52,450","10,201","81,821","9,348","6,717"
